,English,Spanish
117,Do not believe for one moment that your proposed reform of the budget will disguise the limitations of the Community financial system.,No crea usted ni por un momento que la reforma del presupuesto que nos propone va a disfrazar las limitaciones del sistema financiero comunitario.
118,"In our view, however, in both respects, greater room for manoeuvre should be left to the administration of the United Nations which, on the ground, is more aware of the reality than we are.","Sin embargo, de acuerdo con nuestra percepción, en ambos aspectos debería dejársele un mayor margen de maniobra a la administración de las Naciones Unidas que, sobre el terreno, conoce la realidad mejor que nosotros."
119,The New York stage is different from Geneva.,El foro de Nueva York es diferente del de Ginebra.
120,It is worth stressing that both Parliament and the Commission must put forward specific policies.,Es justo señalar que tanto el Parlamento como la Comisión pueden presentar determinadas políticas.
121,Question No 42 by (H-0817/99):,Pregunta nº 42 formulada por (H-0817/99):
122,"A new institution is being created, an assembly which, in the future, will monitor the agreement and its consequences.","Se crea una nueva institución, un organismo que se encargará de seguir el desarrollo del tratado y sus consecuencias."
123,"We have doubts concerning the appropriateness of the IGC because we fear that the objectives actually being addressed may be far removed from the changes required to allow for the enlargement envisaged. This relates in particular to the intended agenda, particularly as regards the Amsterdam leftovers, which suggests that unacceptable inner cabinets will be created in the future.","Dudamos de la oportunidad, porque tememos los objetivos realmente en perspectiva, tal vez distantes de la siempre citada adecuación a la ampliación prevista, lo que revela, en particular, de los contenidos que se pretende dar, en particular a las esferas no resueltas en Amsterdam -que ofrecen indicios para sospechar de la formación de inaceptables directorios futuros-, pero también a las relativas a los pilares segundo y tercero, que tienden a perfilarse en particular en el sentido de una indeseable militarización de la Unión Europea."
124,"Thank you very much, Commissioner, for your reply, although I regret the fact that this working group has taken so long to meet, since this matter is of the greatest importance. We trusted this Commission, from the outset, to begin work on all issues relating to greater equality for men and women.","Muchas gracias, señora Comisaria, por su respuesta, aunque tengo que lamentar que este grupo de trabajo haya tardado tanto en reunirse, siendo éste un asunto de la mayor importancia; nosotros confiábamos en que esta Comisión, desde el principio, empezara a trabajar en todo lo que se refiere a conseguir una mayor igualdad entre hombres y mujeres."
125,This is repulsive most of all in social terms.,"Es indignante, sobre todo en el plano social."
126,That is why I have called for a roll-call vote on this.,Esta es la razón por la que he solicitado una votación nominal para este asunto.
127,Nothing could be further from the truth!,Nada puede ser más erróneo.
128,"Secondly, the LEADER initiative currently being studied gives special priority to development strategies which aim to give special support to women in small enterprises in the agricultural sector and in rural tourism, with a view to increasing the involvement of women in agricultural regions.","Segundo, en la iniciativa LEADER, que en estos momentos está todavía en estudio, se concede prioridad especial a las estrategias de desarrollo que se proponen un apoyo específico a las mujeres en pequeñas empresas en el sector agrícola, en el turismo rural, con el fin de incrementar la participación e intervención de las mujeres en las zonas rurales."
129,"""The more progress is made towards trade liberalisation, the more rules are needed"", as Commissioner Lamy said during the Millennium Round in Seattle.","""Cuantos más progresos se hacen hacia la liberalización del comercio, más normas se necesitan"" , como dijo el Comisario Lamy durante la Ronda del Milenio celebrada en Seattle."
130,"In terms of the IGC issue, I have a specific question for you. I believe that the Court of Justice in Luxembourg is currently looking very closely at the important issue of the fight against fraud and OLAF.","Quería formularle una pregunta precisa en el marco de la pregunta sobre la CIG: tengo entendido que el Tribunal de Justicia de Luxemburgo está examinando muy atentamente una cuestión importante, la de la lucha contra el fraude y de la OLAF."
