,English,German
112,"In brief, the European Union knows what to do in Macedonia: to help this local port of refuge - recently used by scores of war refugees - to fulfil its role properly as a catalyst for the planned Stability Pact in the Balkans.","Die Europäische Union weiß also, was sie in Mazedonien zu tun hat: Sie muß diesem neuen regionalen Zufluchtsort für unzählige Kriegsflüchtlinge dabei helfen, seiner Rolle als treibende Kraft in dem beabsichtigten Stabilitätspakt auf dem Balkan angemessen gerecht zu werden."
113,"Therefore, the proposal of the Group of the Party of European Socialists, and which you have mentioned, is that the Prodi Commission present its legislative programme on Wednesday, including its proposed administrative reform, because, otherwise, we could find ourselves in a paradoxical situation: on the pretext that there is no text, on the one hand, the President of the Commission would be denied his right to speak in this Parliament and, on the other hand, there would be a debate on a reform when Parliament had no prior knowledge of the texts on which it is based.","Deshalb besteht der Vorschlag der Fraktion der Sozialdemokratischen Partei Europas, den Sie erwähnt haben, darin, den Mittwoch als Termin der Vorstellung des Programms der Kommission Prodi für die Wahlperiode beizubehalten, und in dieses Programm auch das Verwaltungsreformprojekt einzubeziehen, da wir andernfalls in eine paradoxe Situation geraten könnten: Mit der Ausrede, der Wortlaut liege nicht vor, wird einerseits dem Präsidenten der Kommission das Recht abgesprochen, in diesem Parlament zu sprechen, und andererseits würde eine Aussprache über die Reform stattfinden, ohne daß dieses Parlament zuvor die Texte lesen konnte, die der Aussprache zugrunde liegen."
114,Member States cannot be allowed to proclaim European solidarity in public while trying to undermine the single market in private.,"Es darf nicht zugelassen werden, daß sich Mitgliedstaaten öffentlich zu Europa bekennen, während sie heimlich versuchen, den Binnenmarkt zu unterminieren."
115,This infatuation with strand IIIC is all the stranger in that the rapporteur himself acknowledges in his explanatory statement that 'the draft guidelines do not provide any indication of possible fields of co-operation' (p.17) and that 'the responsibilities are diffuse and vague' (p.18).,"Die offensichtliche Vorliebe für Teil IIIC ist um so befremdlicher, als der Berichterstatter in seiner Begründung selbst zugibt, daß ""in dem vorliegenden Entwurf von Leitlinien noch jegliche Angaben möglicher Kooperationsthemen fehlen "" (S. 17) und daß ""die Verantwortlichkeiten breit gestreut und unklar sind "" (S. 18)."
116,As an example I would give the restructuring of ABB Alsthom Power. A sizeable delegation of employees of this firm from throughout Europe is visiting Strasbourg today.,"Als Beispiel möchte ich die Umstrukturierung des Unternehmens ABB-Alsthom Power nennen, aus dem eine größere Delegation von Arbeitnehmern aus ganz Europa heute hier in Straßburg anwesend ist."
117,I fully support the statements made by Commissioner Prodi in today's session.,Ich schließe mich ausdrücklich den Ausführungen von Kommissar Prodi in der heutigen Sitzung an.
118,"I am not one of those MEPs who thinks that it is essential to adopt ""extremist"" amendments at second reading with the sole aim of gaining room for manoeuvre in preparation for negotiations with the Council of Ministers.","Ich zähle nicht zu den Abgeordneten, die der Ansicht sind, es sei unerläßlich, in zweiter Lesung ""extremistische "" Änderungsanträge zu verabschieden, und zwar mit dem einzigen Ziel, sich mit Blick auf die Verhandlungen mit dem Ministerrat einen Handlungsspielraum zu verschaffen."
119,BSE has certainly not gone away.,Die BSE ist nach wie vor präsent.
120,"This proposal has two objectives: first, to amend the 1991 Council Directive on animal health conditions by removing the provisions on scrapie and, secondly, to introduce a new regulation establishing rules for preventing and combating transmissible spongiform encephalopathies (TSE) or BSE-type diseases affecting sheep and other animal species.","Dieser Vorschlag hat zwei Seiten. Einerseits geht es darum, die Richtlinie des Rates von 1991 hinsichtlich der gesundheitspolizeilichen Voraussetzungen abzuändern, indem man die Bestimmungen bezüglich der Traberkrankheit bei Schafen abschafft; andererseits soll eine neue Verordnung in Kraft treten, mit der die Vorschriften zur Verhütung und Bekämpfung bestimmter transmissibler spongiformer Enzephalopathien (TSE) bzw. Krankheiten vom Typ BSE, die Schafe und andere Tierarten befallen, festgelegt werden."
121,That is why it is imperative to stabilise the two major states of Turkmenistan and Uzbekistan in particular.,Deshalb kommt es sehr auf die Stabilisierung gerade auch der großen Staaten Turkmenistan und Usbekistan an.
122,Some of them also sail under the Maltese flag.,Einige fahren auch unter maltesischer Flagge.
123,"It is important to prioritise general criteria for land planning and demographic equilibrium, and to bear in mind the conclusions of the Committee on Agriculture and Rural Development on the five fundamental issues, which have been only partly taken up by the Committee on Transport, Regional Policy and Tourism in its points 16 and 17.","Es ist wichtig, allgemeinen Kriterien der Raumordnung und der ausgewogenen Bevölkerungsstruktur vorrangige Beachtung zu schenken und die Schlußfolgerungen zu berücksichtigen, zu denen der Ausschuß für Landwirtschaft und ländliche Entwicklung in fünf Hauptaspekten gelangt ist, die nur teilweise vom Ausschuß für Regionalpolitik, Verkehr und Fremdenverkehr in seinen Punkten 16 und 17 aufgegriffen worden sind."
124,"To support this statement, I would point to an excellent report drafted by our colleague, Mário Soares, in the international bodies on the state of the seas and oceans.","Als Bestätigung möchte ich den ausgezeichneten Bericht anführen, den unser Kollege Mario Soares für die internationalen Gremien über den Zustand der Meere und Ozeane erarbeitet hat."
125,"In a number of amendments, the proposed standards and especially the OSPAR standard for 2020 are called into question.",In zahlreichen Änderungsanträgen werden die vorgeschlagenen Grenzwerte und insbesondere das OSPAR-Ziel bis zum Jahr 2020 in Frage gestellt.
126,That is very welcome and I also believe that our village governance programme should help to promote democracy at grassroots level.,"Das ist sehr begrüßenswert, und ich glaube auch, daß unser Dorfverwaltungsprogramm zur Förderung der Demokratie an der Basis beitragen wird."
127,"So that is the first priority, the competitiveness of regional economies.","So weit meine Ausführungen zur ersten Priorität, der Wettbewerbsfähigkeit auf regionaler Ebene."
128,"We also notice that, according to the explanatory statement, modernisation does not mean harmonisation of social security arrangements, either, and that harmonisation might be downright damaging as it might place greater demands on weaker Member States at the same time that competitive considerations might exert pressure on others to cut back.","Wir möchten außerdem darauf hinweisen, daß in der Begründung gesagt wird, daß eine Modernisierung auch nicht Harmonisierung der sozialen Sicherheitssysteme bedeutet und daß eine Harmonisierung direkt schädlich wäre, da sie höhere Anforderungen an schwächere Mitgliedsländer stellen würde und im Zuge des Wettbewerbs andere zu Einschränkungen zwingen könnte."
129,"I trust that these measures will, in a few months, give rise to a clear and convincing legal instrument - a directive, possibly - which will put an end, once and for all, to these 21st Century pirates, who deprive us all of the wealth and beauty of the sea.","Ich vertraue darauf, daß diese Maßnahmen in wenigen Monaten zu einem klaren und schlagkräftigen Rechtsinstrument - möglicherweise einer Richtlinie - führen werden, das ein für allemal mit diesen Piraten des 21. Jahrhunderts aufräumt, die uns allen den Reichtum und die Schönheit des Meeres rauben."
130,"As far as the resolution is concerned, of which I have seen a draft, the Commission will await the vote and will, based on this, determine its stance.","Was den Entschließungsantrag, von dem ich einen Entwurf gesehen habe, anbelangt, so wartet die Kommission die Abstimmung darüber ab und wird ihren Standpunkt festlegen, wenn das Ergebnis vorliegt."
131,The only merit of this directive is that it looks to the future.,"Das einzige Verdienst dieser Richtlinie besteht darin, daß etwas für die Zukunft getan wird."
132,I understand your concern about the rights of children.,Ich verstehe Ihre Besorgnis hinsichtlich der Rechte der Kinder.
133,"In this emergency, in this ordeal, we have seen a magnificent display of solidarity: local solidarity, national solidarity, and intergovernmental solidarity.","In der Stunde der Not gab es eine wunderbare Woge der Solidarität: auf lokaler, nationaler und länderübergreifender Ebene."
134,The region should recognise that Macedonia exists and that it will continue to exist.,"Die Region muß zur Kenntnis nehmen, daß Mazedonien existiert und auch weiterhin bestehen wird."
