,English,Dutch
110,"If we continue down this path, and this is the ideology, and declare the financial markets to be sacrosanct and even claim that any intervention in the workings of these markets is contrary to progress and contrary to the growth of the economy, then we will quite certainly be on the wrong tack and that could take on quite dangerous proportions.","Als wij op deze weg verder gaan - en dat is de ideologie -, als wij de geldmarkten als heilig en onaantastbaar beschouwen, en iedere ingreep in het functioneren van deze markten zelfs bestempelen als een daad tegen de vooruitgang en tegen de economische groei, dan hebben we het goed mis, en dan kunnen de problemen gevaarlijke proporties aannemen."
111,Subject: Farming and the Portuguese Presidency Will the Council outline the priorities of the Portuguese Presidency for the next six months as regards the common agricultural policy and indicate the steps it feels are necessary to boost consumer confidence in the agricultural sectors and products adversely affected by recent health scares?,"Betreft: Landbouw en het Portugese voorzitterschap Kan de Raad samenvatten welke voor de komende zes maanden de prioriteiten zijn van het Portugese voorzitterschap met betrekking tot het gemeenschappelijk landbouwbeleid en kan hij aangeven welke stappen volgens hem noodzakelijk zijn om het vertrouwen van de consument in landbouwsectoren en ­producten, die als gevolg van de recente gezondheidspaniek nadeel ondervonden, weer op te krikken?"
112,The spread of an epidemic as the result of bringing in one sick animal can have huge consequences for farmers.,De verspreiding van epidemieën door het invoeren van een ziek dier kan immense gevolgen voor de boeren hebben.
113,"We must monitor compliance with environmental standards, employment standards, in order to prevent dumping in this area, and we must ensure scrupulous respect for property rights and the revision of state aid, which in many industries - as has already been said - distorts competition and destroys jobs within our own territory.","Wij moeten erop toezien dat arbeids- en milieunormen worden gehandhaafd zodat dumping op dit gebied wordt vermeden, en dat eigendomsrechten strikt worden geëerbiedigd. Er moet toezicht worden uitgeoefend op de verlening van staatssteun, omdat die - zoals hier al is gezegd - in veel sectoren leidt tot concurrentievervalsing en tot banenverlies in de Unie."
114,"With regard to financing, we must look to the future and provide the Joint Assembly with additional funds so that, for instance, we can send delegations to the ACP states to oversee electoral processes, at their invitation.","Met het oog op de toekomst moet de Paritaire Vergadering juist extra financiële middelen krijgen, die bijvoorbeeld kunnen worden gebruikt om waarnemers naar verkiezingen te sturen als de ACS-landen daarom vragen."
115,We are coming from behind in dealing with the issue and the government is doing its utmost to catch up.,"Wij weten echter niet goed hoe we met deze situatie moeten omgaan, hoewel de regering haar uiterste best doet om die achterstand in te halen."
116,"This is an area in which we must carry forward and intensify our work, not just by securing approval for the EU strategy for the fight against organised crime in the new millennium, but also so as to overcome the difficulties associated with the divergence of views that exists, particularly at Council level, on issues concerning the fight against organised crime.","De inspanningen op dit gebied moeten worden voortgezet en opgevoerd; we moeten er niet alleen voor zorgen dat de strategie van de Unie ter bestrijding van de georganiseerde misdaad in het nieuwe millennium goedgekeurd wordt, maar we moeten ook iets doen aan de problemen als gevolg van de verschillende beoordeling, in het bijzonder op het niveau van de Raad, van de kwesties in het kader van de bestrijding van de georganiseerde misdaad."
117,"That could convince people that Europe, in its governance, is not something run exclusively from Brussels, which concentrates and soaks up more powers, more decisions, more authority.","Op die manier zouden we de mensen er misschien van kunnen overtuigen dat Europa niet uitsluitend wordt bestuurd vanuit een centrale autoriteit in Brussel, die steeds meer macht en bevoegdheden naar zich toetrekt."
118,"As regards taxation, state aid, the Structural Funds and defending our traditional products, practical measures characterised by daring and ambition must be planned as a matter of urgency.","Met betrekking tot het fiscale aspect, de overheidssteun, de structuurfondsen en de bescherming van onze traditionele producten moeten er snel concrete maatregelen worden bedacht die zich kenmerken door moed en ambitie."
119,"What is, however, deeply damaging for us is the belief that in some way the granting of Structural Funds assistance is something that has been, in a sense, a success of the government.",Het is echter een zeer slechte zaak voor ons dat men ervan uitgaat dat de toekenning van steun uit de structuurfondsen in zekere zin aan de regering is te danken.
120,"Mr Purvis, as this discussion of salaries in the European Parliament does not relate exclusively to your country and even affects my country, I have a precise idea of what the salaries of the Members of the European Parliament are worth.","Mijnheer Purvis, dit debat over het salaris van de EP-leden wordt niet alleen in uw, maar ook in mijn land gevoerd, en ik weet dan ook precies hoeveel de leden van het Europees Parlement verdienen."
121,(Loud applause),(Levendig applaus)
122,It is nothing more than the States playing at taking from Peter in order to give to Paul.,Het is de wet van de communicerende vaten: de lidstaten kunnen enkel het benodigde geld bij andere bestemmingen weghalen.
123,But we must look always to subsidiarity.,Daarbij zullen we wel altijd rekening moeten houden met het subsidiariteitsbeginsel.
124,The CEN has been unable to complete its work in the time allotted.,Het Europees Comité voor Normalisatie heeft zijn taak niet binnen de gestelde termijn kunnen volbrengen.
125,"One of the most common objections is that such a tax would be too complex, but this could be said of any tax. If this argument had been accepted in the past, then no taxes would ever have been created.","Vaak wordt als bezwaar aangevoerd dat een dergelijke heffing ontdoken zal worden, maar dat kan van iedere belastingheffing gezegd worden, dus dat is geen steekhoudend argument."
126,"I would also like to say that the European Parliament' s participation in the preparatory work is important in establishing coherent European Union positions on various different issues, and that the presidency therefore naturally welcomes all the various suggestions and in particular all the contributions made through the resolutions which have been presented.","Ik zou er tevens op willen wijzen dat de deelname van het Europees Parlement aan de voorbereidende werkzaamheden onontbeerlijk is voor een coherente vertolking van de door de Europese Unie over de meest uiteenlopende situaties ingenomen standpunten. Daarom neemt het voorzitterschap alle suggesties in dankbaarheid aan, en met name de bijdragen die in de resoluties tot uiting komen."
